"time","siteID","gcc_90","gcc_sd","daylength","precipitation","radiation","snow_water_equiv","max_temp","min_temp","vapor_pressure"
2018-09-27,"BART",0.39189,0.00170579900782655,41984.54,1.51,285.13,0,20.26,9.17,1160.35
2018-09-28,"BART",0.39607,0.00402951871334834,41797.95,0.52,242.76,0,16.94,8.15,1082.97
2018-09-29,"BART",0.38898,0.00491518484818595,41611.58,0,298.61,0,17.48,5.6,909.25
2018-09-30,"BART",0.38644,0.00363400070063902,41425.45,0.5,311.32,0,16.22,3.49,784.46
2018-10-01,"BART",0.38477,0.00026155187490306,41239.59,11.85,138.96,0,11.69,5.38,895.06
2018-10-02,"BART",0.38135,0.000297739407357972,41054.04,17.13,52.67,0,9.73,7.77,1055.35
2018-10-03,"BART",0.37221,0.000878554713894428,40868.82,1.05,222.82,0,15.74,7.88,1063.64
2018-10-04,"BART",0.3654,0.00374127515443927,40683.97,0,255.58,0,18.93,9.29,1169.91
2018-10-05,"BART",0.34567,0.00626271342522798,40499.52,0,309.38,0,16.59,3.72,797.12
2018-10-06,"BART",0.34822,0.00690653124359657,40315.5,0,299.67,0,14.98,2.83,748.47
2018-10-07,"BART",0.34279,0.000902847634669649,40131.95,2.56,233.78,0,17.71,4.36,833.5
2018-10-08,"BART",0.33189,0.00259256954689941,39948.89,0.31,171.84,0,13,7.1,1008.58
2018-10-09,"BART",0.33601,0.00583893069956184,39766.37,0.42,316.67,0,23.45,7.59,1042.59
2018-10-10,"BART",0.33962,0.00392572151714867,39584.42,1.35,297.4,0,26.45,11.6,1365.12
2018-10-11,"BART",0.33339,0.000368914845547451,39403.07,19.7,92.79,0,14.43,10.18,1242.06
2018-10-12,"BART",0.3374,0.00320276721193994,39222.36,0,139.4,0,12.71,7.91,1065.98
2018-10-13,"BART",0.33798,0.00289173154285082,39042.33,0,209.95,0,10.01,2.48,730.13
2018-10-14,"BART",0.33568,0.0102743312568512,38863.02,0,287.42,0,12.5,0.11,615.76
2018-10-15,"BART",0.34398,0.000960268823968421,38684.46,13.76,228.02,0,12.1,-1.59,543.54
2018-10-16,"BART",NA,0.00690820537624702,38506.71,0,283.64,0,10.75,-1.4,551.07
2018-10-17,"BART",0.34606,0.00120809810995023,38329.79,2.58,216.04,0,11.53,-0.91,571.31
2018-10-18,"BART",0.34276,0.00384306593166213,38153.75,0,195.76,0,4.8,-2.04,526
2018-10-19,"BART",0.33987,0.00864120060630276,37978.64,0,294.24,0,12.21,-2.4,512.06
2018-10-20,"BART",0.34403,0.00533708874628428,37804.49,0,293.18,0,15.16,-0.57,585.73
2018-10-21,"BART",0.33812,0.000360330007473306,37631.36,0,149.07,0,5.94,0.51,633.71
2018-10-22,"BART",0.33971,0.00216821566816438,37459.29,0,206.77,0,6.55,-1.63,541.91
2018-10-23,"BART",0.33761,0.00185079182172035,37288.33,31.98,149.91,0,6.56,-1.05,565.81
2018-10-24,"BART",0.3347,0.000481398854530066,37118.52,3.22,123.11,0,6.14,0.19,619.23
2018-10-25,"BART",0.33696,0.00103443795248967,36949.93,0,131.31,0,3.54,-1.06,565.16
2018-10-26,"BART",0.33423,0.0050031136794796,36782.59,0,207.91,0,4.87,-3.14,484.69
2018-10-27,"BART",0.35231,0.000383053800239008,36616.56,22.02,131.96,0,3.04,-3.24,480.99
2018-10-28,"BART",0.33308,0.000854838536848695,36451.89,2.57,114.38,0,5.13,-0.24,600.17
2018-10-29,"BART",0.34003,0.00201669137005166,36288.64,4.52,117.94,0,6.4,0.83,648.42
2018-10-30,"BART",0.33189,0.00150193915254885,36126.86,0,166.36,0,5.64,-0.35,595.52
2018-10-31,"BART",0.33171,0.00187511964723016,35966.61,1.38,213.15,0,5.17,-3.46,473.01
2018-11-01,"BART",0.33014,0.000318161660872239,35807.95,15.11,159.62,0,7.08,-1.71,539
2018-11-02,"BART",0.32733,0.000560401402786343,35650.93,39.09,105.45,0,9.05,3.82,802.64
2018-11-03,"BART",0.3261,0.00227317200333251,35495.62,14.84,98.85,0,10.23,5.33,892.35
2018-11-04,"BART",0.33649,0.000859903804776659,35342.07,0,168.42,0,6.32,-0.18,602.84
2018-11-05,"BART",0.33625,0.00015012909274952,35190.35,5.22,153.82,0,4.53,-3.85,459.38
2018-11-06,"BART",0.34154,0.000926996615364892,35040.51,15.11,166.17,0,8.86,-1.09,563.76
2018-11-07,"BART",0.34009,0.00228323122127303,34892.63,0,184.41,0,12.66,4.71,854.67
2018-11-08,"BART",0.34121,0.0017819098495257,34746.77,0,184.19,0,9.96,2.23,717.23
2018-11-09,"BART",0.34121,0.00220565088028778,34602.99,24.46,155.56,0,6.55,-2.36,513.35
2018-11-10,"BART",0.34158,0.000811945137635913,34461.36,4.44,128.63,0,4.39,-2.34,514.32
2018-11-11,"BART",0.34289,0.00193425331646218,34321.93,0,145.22,0,1.18,-4.37,441.86
2018-11-12,"BART",0.34351,0.00256180222953788,34184.8,9.48,192.25,9.48,4.89,-7.35,351.96
2018-11-13,"BART",0.35019,0.000478560808410942,34050.01,23.59,172.29,33.07,2.69,-6.47,376.67
2018-11-14,"BART",0.34456,0.000782557644482989,33917.63,0,160.68,33.07,-4.57,-9.94,287.2
2018-11-15,"BART",0.34517,5.17081922219079e-05,33787.74,6.53,190.85,39.6,-3.06,-14.44,199.72
2018-11-16,"BART",0.35029,0.000257087692495488,33660.41,6.02,193.69,45.62,0.94,-11.6,251.59
2018-11-17,"BART",0.34563,0.000271539094039572,33535.69,0,203.6,44.73,4.19,-3.88,458.35
2018-11-18,"BART",0.34482,0.00015885560122583,33413.67,0,189.25,44.73,0.51,-6.49,376.04
2018-11-19,"BART",0.34575,0.000471244745112258,33294.41,2.15,157.4,46.88,1.35,-6.59,373.17
2018-11-20,"BART",0.34893,0.000456946386351832,33177.98,5.13,96,46.1,-0.03,-4.16,448.79
2018-11-21,"BART",0.34597,0.000521552390778267,33064.45,3.28,161.31,49.39,-1.13,-9.59,295.41
2018-11-22,"BART",0.34449,0.00016087706550059,32953.88,0,213.77,49.39,-9.59,-18.37,143.71
2018-11-23,"BART",0.34398,0.002325282213638,32846.35,0,243.23,49.39,-4.21,-18.46,142.57
2018-11-24,"BART",0.34541,0.000139944572118052,32741.91,0.94,245.21,50.33,3.07,-15.1,189.1
2018-11-25,"BART",0.34737,0.000658985313081514,32640.65,4.32,170.82,54.65,3.78,-7.78,340.27
2018-11-26,"BART",0.34844,0.00114471400937758,32542.62,19.72,78.33,52.94,1.86,-1.93,530.04
2018-11-27,"BART",0.3506,0.000575496611100142,32447.89,12.56,43.47,50.8,1.03,-0.9,571.71
2018-11-28,"BART",NA,NA,32356.51,0,98.17,48.91,2.12,-1.49,547.64
2018-11-29,"BART",0.3457,0.000136564591879088,32268.56,0,104.49,47.11,2.15,-1.73,538.04
2018-11-30,"BART",0.34498,0.00136421055828891,32184.1,0,181.97,47.02,2.34,-5.78,396.82
2018-12-01,"BART",0.34404,0.000779081490851719,32103.18,4.38,144.78,46.97,2.89,-5.87,394.37
2018-12-02,"BART",0.35029,0.000747323940087936,32025.86,20.56,133.93,46.47,3.03,-4.82,427.13
2018-12-03,"BART",0.34635,0.00126395781058498,31952.2,0,180.94,44.69,7.04,-1.78,536.17
2018-12-04,"BART",0.34477,0.000499678723311898,31882.25,0,86.99,44.34,-1.89,-5.16,416.17
2018-12-05,"BART",0.34343,0.000972043445111212,31816.07,0,201.99,44.34,-1.95,-12.91,226.45
2018-12-06,"BART",0.34536,0.000288712553893162,31753.69,0,206.69,44.34,-0.19,-12.31,237.71
2018-12-07,"BART",0.34351,0.000226742256803646,31695.18,0,171.38,44.34,-1.34,-9.39,300.11
2018-12-08,"BART",0.34403,0.00125996041806957,31640.57,0,204.9,44.34,-5.83,-17.86,150.04
2018-12-09,"BART",0.34372,0.000959904443586088,31589.91,0,212.15,44.34,-2.76,-17.4,155.99
2018-12-10,"BART",0.3421,0.00198078756754859,31543.24,0,192.17,44.34,-2.96,-13.84,209.81
2018-12-11,"BART",0.3432,0.0014180657714806,31500.59,0,208.33,44.34,-2.73,-17.39,156.1
2018-12-12,"BART",0.34525,0.000826039564205393,31462,0,204.93,44.34,-3.45,-17.37,156.38
2018-12-13,"BART",0.34279,0.000394239668118733,31427.49,0,210.68,44.34,-3.23,-19.63,128.92
2018-12-14,"BART",0.34596,0.00041798972548646,31397.1,0,211.73,44.34,2.26,-16.33,170.73
2018-12-15,"BART",0.34532,0.000417530788306298,31370.86,0,188.89,44.34,5.42,-6.92,363.6
2018-12-16,"BART",0.34553,0.000145789118039637,31348.77,2.29,135.2,46.63,2.49,-7.77,340.48
2018-12-17,"BART",0.34578,0.000685131445454815,31330.87,2.09,113.4,46.51,2.05,-5.71,399
2018-12-18,"BART",0.34699,0.000369237175036007,31317.15,0,115.74,46.51,-3.69,-9.22,304.1
2018-12-19,"BART",0.34375,9.09708542695499e-05,31307.65,0,185.41,46.51,0.37,-11.23,259.33
2018-12-20,"BART",0.34396,0.000960722093223715,31302.36,5.56,156.58,52.07,5.07,-10.4,276.95
2018-12-21,"BART",0.34818,0.000511645374637314,31301.28,56.13,152.78,108.2,6.62,-6.44,377.45
2018-12-22,"BART",0.34706,0.00101163888128246,31304.43,0,160.68,105.61,9.21,0.17,618.31
2018-12-23,"BART",0.34333,0.00290213424182117,31311.79,0,163.86,105.61,0.34,-8.44,323.33
2018-12-24,"BART",0.34492,0.000131557849462133,31323.36,0,182.98,105.61,-0.3,-10.62,272.25
2018-12-25,"BART",0.34291,0.00214585268718569,31339.14,0,172.15,105.61,-1.82,-10.94,265.35
2018-12-26,"BART",0.34478,0.00153236542186335,31359.1,0,190.78,105.61,-2.67,-13.9,208.78
2018-12-27,"BART",0.34362,0.00128508794966233,31383.23,5.57,139.34,111.18,-2.81,-13.01,224.59
2018-12-28,"BART",0.34947,0.000140303234285676,31411.52,15.76,153.4,126.94,2.17,-10.31,279.03
2018-12-29,"BART",0.34714,0.000631492040766171,31443.93,0,190.96,126.94,5.44,-6.44,377.54
2018-12-30,"BART",0.34488,0.000756757043480357,31480.45,0,179.22,126.94,-1.37,-11.63,251.04
2018-12-31,"BART",0.34565,8.37472290129417e-05,31521.04,22.07,139.83,149.01,1.11,-9.17,305.15
2019-01-01,"BART",0.34449,0.000382798195888521,31565.87,0,183.97,63.57,5.49,-6.78,367.62
2019-01-02,"BART",0.34312,0.000147018055256584,31614.53,4.83,135.76,68.4,-0.61,-11.47,254.28
2019-01-03,"BART",0.34588,0.000260900872566811,31667.15,0,178.98,68.4,0.36,-10.7,270.36
2019-01-04,"BART",0.34614,0.00116619508012082,31723.7,0,178.19,68.4,3.69,-7.32,352.54
2019-01-05,"BART",0.34552,0.000215318487409715,31784.13,0,171.26,68.4,2.55,-7.62,344.56
2019-01-06,"BART",0.34778,0.000268417433054089,31848.4,0,173.7,68.4,2.39,-7.92,336.61
2019-01-07,"BART",0.34412,0.00163063238014695,31916.45,3.36,146.04,71.75,-3.83,-15.4,184.42
2019-01-08,"BART",0.34786,0.000402692266159277,31988.25,11.51,153.08,83.26,-1.08,-13.53,215.26
2019-01-09,"BART",0.34957,0.000990495758162942,32063.73,16.39,121.14,99.66,1.03,-7.34,352.08
2019-01-10,"BART",0.34565,0.000203481960289512,32142.84,0,82.37,99.62,-2.11,-5.91,393.17
2019-01-11,"BART",0.34348,0.000138540349975846,32225.52,0,128.31,99.62,-9.02,-15.18,187.94
2019-01-12,"BART",0.34259,0.00111921694564931,32311.72,0,193.05,99.62,-8.93,-19.6,129.29
2019-01-13,"BART",0.34316,0.00124871251654638,32401.38,0,227.4,99.62,-6.25,-21.32,111.31
2019-01-14,"BART",0.34335,0.000421483483105338,32494.42,0,240.06,99.62,-3.74,-21.43,110.26
2019-01-15,"BART",0.34521,0.000604946143664621,32590.8,0,242.78,99.62,-1.47,-19.48,130.67
2019-01-16,"BART",0.34537,0.000230934680224976,32690.44,0,219.29,99.62,0.28,-12.67,230.81
2019-01-17,"BART",0.34296,0.00116758773214045,32793.28,0,218.86,99.62,-6.28,-18.72,139.44
2019-01-18,"BART",0.34744,0.000259536478502482,32899.26,0.81,236.26,100.42,-3.74,-18.36,143.79
2019-01-19,"BART",0.34478,0.000255097900374557,33008.3,16.5,124.53,116.93,-5.97,-13.45,216.55
2019-01-20,"BART",0.35063,0.000223192893603497,33120.35,21.13,130.93,138.06,-7.42,-15.15,188.38
2019-01-21,"BART",0.34473,0.000247104122480655,33235.33,0,121.5,138.06,-14.61,-19.61,129.14
2019-01-22,"BART",NA,NA,33353.17,0,249.41,138.06,-8.06,-22,104.86
2019-01-23,"BART",NA,NA,33473.81,4.63,209.45,142.69,0.02,-17.82,150.58
2019-01-24,"BART",NA,NA,33597.17,48.65,201.53,191.34,5.19,-9.04,308.38
2019-01-25,"BART",NA,NA,33723.19,0,181.11,191.34,1.37,-6.19,384.69
2019-01-26,"BART",NA,NA,33851.8,0,222.59,191.34,-4.12,-13.84,209.75
2019-01-27,"BART",NA,NA,33982.93,3.88,211.66,195.22,-2.95,-17.15,159.29
2019-01-28,"BART",NA,NA,34116.51,0,247.31,195.22,-5.01,-16.09,174.25
2019-01-29,"BART",NA,NA,34252.48,19.12,203.08,214.34,-7.87,-19.79,127.14
2019-01-30,"BART",NA,NA,34390.75,1.69,282.74,216.02,-3.86,-17.3,157.4
2019-01-31,"BART",0.34339,9.66159576121116e-05,34531.28,0,255.5,216.02,-11.31,-21.9,105.75
2019-02-01,"BART",NA,NA,34673.99,0,290.98,216.02,-8.78,-22.31,102.02
2019-02-02,"BART",NA,NA,34818.81,0,315.99,216.02,-4.91,-21.94,105.44
2019-02-03,"BART",NA,NA,34965.68,3.89,247.45,219.91,-1.02,-18.6,140.92
2019-02-04,"BART",0.34447,0,35114.54,0.9,331.51,220.81,10,-10.62,272.17
2019-02-05,"BART",NA,NA,35265.31,0,311.58,219.85,12.89,-3.72,463.97
2019-02-06,"BART",NA,NA,35417.95,8.45,214.78,228.29,4.28,-7.97,335.42
2019-02-07,"BART",NA,NA,35572.38,4.49,162.21,232.79,1.54,-6.4,378.65
2019-02-08,"BART",NA,NA,35728.54,1.66,252.79,231.47,7.18,-2.86,494.8
2019-02-09,"BART",NA,NA,35886.38,0,198.08,231.47,-3.63,-10.67,271.02
2019-02-10,"BART",NA,NA,36045.84,0,235.21,231.47,-3.57,-12.2,239.81
2019-02-11,"BART",0.34329,0.00134662860961919,36206.85,0,274.2,231.47,-3.56,-14.05,206.22
2019-02-12,"BART",0.3438,3.31133859115994e-05,36369.37,28.84,265.58,260.31,-4,-19.25,133.28
2019-02-13,"BART",0.34856,0.000381748073782613,36533.33,3.65,272,263.96,0.36,-15.39,184.67
2019-02-14,"BART",0.34392,0.000219976251037263,36698.68,0,280.78,263.96,-0.21,-10.03,285.16
2019-02-15,"BART",0.35091,0.000423024291288818,36865.36,9.25,255.74,273.21,0.73,-12,243.63
2019-02-16,"BART",0.34462,0.000151362384457212,37033.33,0,274.73,273.21,0.8,-8.31,326.44
2019-02-17,"BART",0.34386,0.000342501780123484,37202.54,0,360.82,273.21,-0.78,-14.64,196.53
2019-02-18,"BART",0.34701,0.000302670360192037,37372.92,2.08,225.37,275.29,-3.95,-13.64,213.34
2019-02-19,"BART",0.34262,0.000451424231443875,37544.44,0,333.44,275.29,-5.57,-17.04,160.81
2019-02-20,"BART",0.34451,0.000117606052877688,37717.04,7.44,291.61,282.73,-4.03,-18.85,137.83
2019-02-21,"BART",0.34672,0.000730766888205781,37890.68,2.55,307.84,285.28,2.28,-14.49,198.97
2019-02-22,"BART",0.34381,0.00129869674077123,38065.31,0,303.21,285.28,2.4,-7.25,354.55
2019-02-23,"BART",0.34476,0.00124899593045202,38240.89,1.32,404.61,286.61,2.77,-12.95,225.72
2019-02-24,"BART",0.3534,0.000705880797013094,38417.37,17.3,285.07,303.91,1.97,-10.96,264.85
2019-02-25,"BART",0.34547,0.000360908070153666,38594.7,2.37,150.49,306.27,-0.72,-6.25,382.94
2019-02-26,"BART",0.34257,9.04485331161126e-05,38772.86,0,245.79,306.27,-8.45,-15.16,188.25
2019-02-27,"BART",0.34353,0.000196665131321121,38951.8,0.82,357.34,307.09,-9.89,-20.6,118.54
2019-02-28,"BART",0.34297,8.9083460064961e-05,39131.47,0,435.24,307.09,-3.89,-19.46,130.88
2019-03-01,"BART",0.34349,0.000143392049988838,39311.84,0,469.62,307.09,0.71,-18.99,136.19
2019-03-02,"BART",0.34399,0.000102593980807642,39492.87,0,458.96,307.09,0.74,-16.95,162.1
2019-03-03,"BART",0.34397,0.000159289934601363,39674.52,8.35,313.24,315.45,2.03,-11.5,253.6
2019-03-04,"BART",0.34542,9.68120417539637e-05,39856.76,1.46,319.94,316.9,1.62,-7.29,353.34
2019-03-05,"BART",0.34305,0.000722184893505915,40039.56,0,406.58,316.9,-2.76,-14.92,191.98
2019-03-06,"BART",0.34314,0.000109829457778491,40222.86,0,392.96,316.9,-7.62,-18.54,141.61
2019-03-07,"BART",0.34343,0.00016199382704288,40406.65,0,454.59,316.9,-7.16,-21.07,113.78
2019-03-08,"BART",0.34336,0.000620007488104886,40590.89,0,516.8,316.9,0.09,-21.22,112.29
2019-03-09,"BART",0.3433,0.00127694562938606,40775.54,0,524.22,316.9,4.15,-18.59,141.05
2019-03-10,"BART",0.35115,0.000143814512054771,40960.57,12.46,337.25,329.36,1.34,-12.3,237.76
2019-03-11,"BART",0.34564,0.000381124276694251,41145.96,0,371.21,329.32,4.41,-5.89,393.56
2019-03-12,"BART",0.3444,0.000471043945261309,41331.67,0,318.69,329.32,2.15,-6.15,385.84
2019-03-13,"BART",0.34463,0.000226321718816743,41517.67,0.67,497.75,329.99,4.45,-12.39,236.07
2019-03-14,"BART",0.34498,7.06795730095861e-05,41703.92,0,491.95,329.99,7.09,-9.14,305.95
2019-03-15,"BART",0.3465,0.00119919875035673,41890.41,0.92,477.11,328.02,14.13,-1.29,555.56
2019-03-16,"BART",0.34564,0.000226295567065445,42077.09,0,278.43,325.66,6.61,-0.38,593.86
2019-03-17,"BART",0.3431,0.000127838745683611,42263.95,0,302.19,325.66,-0.09,-7.43,349.64
2019-03-18,"BART",0.34277,0.000418318497934634,42450.95,0,426.5,325.66,0.83,-10.51,274.47
2019-03-19,"BART",0.34286,0.000258712451677658,42638.06,0,491.89,325.66,2.44,-11.85,246.6
2019-03-20,"BART",0.3437,0.00067154331086487,42825.26,0,559.45,325.66,6.88,-13.34,218.54
2019-03-21,"BART",0.34506,8.01393582124005e-05,43012.51,2.1,414.59,327.76,7.76,-10.95,265.09
2019-03-22,"BART",0.3499,0.000681080398922122,43199.8,23.9,201.24,326.59,3.14,-3.2,482.34
2019-03-23,"BART",0.34377,0.0002650764148586,43387.08,0,204.97,324.8,2.82,-1.75,537.38
2019-03-24,"BART",0.3449,0.000207555899527257,43574.33,0,486.12,324.46,8.11,-5.19,415.32
2019-03-25,"BART",0.34293,0.0014927378101314,43761.53,0,402.01,324.46,3.47,-6.17,385.33
2019-03-26,"BART",0.34279,0.00187012079812825,43948.64,0,493.63,324.46,2.15,-10.67,271.11
2019-03-27,"BART",0.34363,0.00169478471042604,44135.64,0,575.57,324.46,6.21,-12.07,242.27
2019-03-28,"BART",0.34456,0.00026242330969139,44322.5,1.57,595.29,326.02,9.96,-10.8,268.23
2019-03-29,"BART",0.34599,0.000445295964866661,44509.18,0.82,510.76,325.48,9.69,-4.7,430.93
2019-03-30,"BART",0.34683,0.000171306413618811,44695.67,0,353.69,323.54,7.04,-1.38,552.04
2019-03-31,"BART",0.34846,0.000355598510132099,44881.93,9.03,325.83,321.11,10.42,-0.22,601.08
2019-04-01,"BART",0.34301,0.000734731762520951,45067.92,0,287.05,320.2,2.32,-3.84,459.83
2019-04-02,"BART",0.34463,0.000275143617414769,45253.63,0.23,578.32,320.43,7.45,-8.94,310.84
2019-04-03,"BART",0.34491,8.92591640524743e-05,45439.02,0,593.06,320.43,11.28,-6.5,375.69
2019-04-04,"BART",0.34295,0.000453642276131621,45624.06,0,351.9,319.09,4.95,-2.81,496.46
2019-04-05,"BART",0.34523,0.000120947262921338,45808.71,3.83,415.87,322.92,6.75,-7.75,341.05
2019-04-06,"BART",0.34541,0.000656448732785364,45992.95,0,571.33,322.74,10.04,-5.57,403.25
2019-04-07,"BART",0.34612,0.000138110426094194,46176.74,8.33,427.36,321.3,12.64,-2.57,505.74
2019-04-08,"BART",0.35044,0.000230474222738539,46360.04,17.48,191.94,319.61,3.09,-1.98,528.22
2019-04-09,"BART",0.34985,0.00181919849765702,46542.84,6.52,130.99,318.2,0.52,-2.65,502.53
2019-04-10,"BART",0.34401,0.000407937620281358,46725.08,0,266.46,316.93,2.06,-2.97,490.73
2019-04-11,"BART",0.3431,0.000441782521064808,46906.73,0,557.71,316.57,7.75,-5.14,416.92
2019-04-12,"BART",0.34569,0.000135144984882076,47087.76,2.13,420.06,315.78,8.6,-4.13,449.78
2019-04-13,"BART",0.34579,0.000153820197182377,47268.14,0,640.39,313.18,18.59,0.18,618.88
2019-04-14,"BART",0.34647,0.000109823970470002,47447.81,14.56,409.46,310.16,13.49,1.21,666.66
2019-04-15,"BART",0.34657,0.000599601049678468,47626.75,5.25,357.1,306.77,12.03,2.05,708.2
2019-04-16,"BART",0.34481,0.000167334683573168,47804.91,0,307.95,303.86,6.75,0.94,653.76
2019-04-17,"BART",0.34331,0.000804965334784116,47982.25,0,613.02,302.35,12.54,-2.41,511.65
2019-04-18,"BART",0.34634,0.000159724483446485,48158.73,1.52,564.8,301.29,8.93,-3.48,472.41
2019-04-19,"BART",0.34914,0.000710975984553813,48334.31,10.93,488.23,298.8,17.33,-0.07,607.75
2019-04-20,"BART",0.34803,0.00043302486331029,48508.94,23.22,412.06,293.87,17.9,5.73,917.6
2019-04-21,"BART",0.3464,9.25383627012497e-05,48682.58,0,490.11,287.86,18.8,8.32,1095.74
2019-04-22,"BART",0.34578,0.00011873383713851,48855.19,7.07,458.24,283.29,20.47,4.87,864.24
2019-04-23,"BART",0.3446,3.91360786623048e-05,49026.71,4.76,317.67,278.56,13.78,5.26,888
2019-04-24,"BART",0.3445,0.000141852357853401,49197.09,2.06,246.2,274.32,10.3,4.09,818.28
2019-04-25,"BART",0.34298,0.000155773938770267,49366.3,0,597.35,271.64,14.22,0.4,628.6
2019-04-26,"BART",0.34245,0.000461821670680578,49534.27,46.02,289.38,268.79,7.9,0.77,645.71
2019-04-27,"BART",0.34207,8.64090036880864e-05,49700.96,6,212.04,265.17,7.49,2.64,738.16
2019-04-28,"BART",0.34161,0.000342119921688759,49866.31,0,494.68,262.24,10.19,0.97,655.35
2019-04-29,"BART",0.34046,0.00010714790273834,50030.27,0,556.7,260.07,10.13,-0.85,573.89
2019-04-30,"BART",0.34155,0.000102495594728634,50192.79,0,498.38,257.23,10.08,0.78,646.06
2019-05-01,"BART",0.34274,0.000167573468505417,50353.81,11.03,425.03,254.53,11.91,0.42,629.6
2019-05-02,"BART",0.33814,0.000426381760531906,50513.27,2.6,200.62,250.8,7.31,2.89,751.51
2019-05-03,"BART",0.34291,0.000274339113849543,50671.11,9.7,175.13,246.6,7.67,3.99,812.28
2019-05-04,"BART",0.34397,0.000333400694146165,50827.28,1.07,581.2,242.07,16.49,4.79,859.12
2019-05-05,"BART",0.34362,6.55613624393145e-05,50981.72,0,599.18,237.22,18.01,5.54,905.62
2019-05-06,"BART",0.34217,0.0013377299346128,51134.36,0,662.05,233.19,19.68,3.6,790.53
2019-05-07,"BART",0.34618,0.000206890589245545,51285.14,3.99,451.2,228.94,16.5,4.13,820.23
2019-05-08,"BART",0.34262,0.000704074852525769,51434,0,614.57,225.96,13.94,1.1,661.43
2019-05-09,"BART",0.34642,0.000467499340171965,51580.87,9.34,522.74,224.31,17.61,-2.09,523.95
2019-05-10,"BART",0.34721,0.000900120816380574,51725.7,14.83,401.88,221.34,11.67,1.08,660.13
2019-05-11,"BART",0.34698,0.000797881666076629,51868.41,0,484.02,217.23,12.97,3.78,800.56
2019-05-12,"BART",0.34906,0.000102512318821706,52008.94,0,544.19,213.47,13.8,2.97,755.77
2019-05-13,"BART",0.35258,0.000213406076458442,52147.22,11.11,389.44,209.33,13.79,3.85,804.31
2019-05-14,"BART",0.35178,0.000115976781631277,52283.19,1.88,389.59,206.17,8.15,1.53,682.03
2019-05-15,"BART",0.35386,0.000196291915061137,52416.78,0,495.81,202.74,11.15,2.16,713.63
2019-05-16,"BART",0.36085,0.000243782425577412,52547.91,1.15,581.73,198.68,15.65,3.66,793.51
2019-05-17,"BART",0.36775,0.000311268711264467,52676.53,5.41,395.75,194.6,13.81,3.74,798.05
2019-05-18,"BART",0.37336,0.000532470768000938,52802.55,0,565.71,190.02,16.3,4.9,866.1
2019-05-19,"BART",0.37995,0.00522248137633083,52925.92,20.94,455.97,184.37,21.09,7.45,1032.76
2019-05-20,"BART",0.40713,0.00141651203471407,53046.57,4.71,456.43,177.65,24.51,10,1227.13
2019-05-21,"BART",0.41003,0.00236601394754975,53164.42,4.11,240.35,171.4,14.4,8.88,1138.14
2019-05-22,"BART",0.39828,0.0031461862951964,53279.4,0,581.86,166.35,18.08,6.02,936
2019-05-23,"BART",0.42666,0.00283872978205222,53391.45,8.29,446.64,161.08,19.66,6.55,971.19
2019-05-24,"BART",NA,0.00450099371413623,53500.51,0,471.42,155.43,16.31,7.44,1032.17
2019-05-25,"BART",0.4323,0.00306878776172784,53606.49,11.8,492.63,151.27,21.6,3.92,808.19
2019-05-26,"BART",0.43885,0.00206893407436816,53709.34,0,642.05,145.51,25.62,7.7,1050.61
2019-05-27,"BART",0.44209,0.0013993585616566,53808.99,0,589.56,139.63,22.28,8,1072.47
2019-05-28,"BART",0.45116,0.00121810091401932,53905.37,20.46,358.49,135.75,12.81,3.25,771.07
2019-05-29,"BART",0.44523,0.00101212258775954,53998.42,0,419.59,131.29,12.66,4.62,849.04
2019-05-30,"BART",0.44478,0.0034456310357747,54088.09,0,554.17,126.06,18.9,6.45,964.19
2019-05-31,"BART",0.4354,0.00389076768375852,54174.29,0,525.44,119.81,20.57,8.87,1137.69
2019-06-01,"BART",0.44792,0.000573010679816414,54256.98,0.74,603.98,115.4,19.85,4.5,841.93
2019-06-02,"BART",0.45613,0.00266023457313103,54336.1,6,315.86,109.67,16.51,7.66,1047.36
2019-06-03,"BART",0.44767,0.0015721736837375,54411.59,0,508.64,104.56,17.58,6.16,945.25
2019-06-04,"BART",0.44925,0.00144808086424334,54483.39,7.2,405.54,99.89,17.85,5.12,879.58
2019-06-05,"BART",0.45583,0.00158257432955657,54551.46,19.81,377.85,94.08,19.31,7.82,1059.34
2019-06-06,"BART",0.45475,0.00114349282963583,54615.74,2.5,425.08,87.86,23.64,8.81,1133.19
2019-06-07,"BART",0.43153,0.00536840757831768,54676.18,0,630.16,82.92,25.8,5.76,919.38
2019-06-08,"BART",0.43747,0.00269679988255165,54732.73,0,615.68,77.67,25.04,6.51,968.22
2019-06-09,"BART",0.42801,0.00524503390000912,54785.36,0,633.28,72.86,26.91,5.45,899.69
2019-06-10,"BART",0.44929,0.00198134549841305,54834.03,24.67,452.6,66.84,28.14,8.33,1096.41
2019-06-11,"BART",0.46188,0.000956475153245247,54878.68,7,312.8,59.7,20.98,11,1311.63
2019-06-12,"BART",0.4279,0.0046942356564586,54919.3,0,578.23,54.4,23.73,6.61,974.83
2019-06-13,"BART",0.45861,0.00104979112324738,54955.84,6.22,304.38,48.45,17.9,8.17,1084.65
2019-06-14,"BART",0.44846,0.000814192336500605,54988.28,1.86,459.45,42.96,18.59,7.08,1006.81
2019-06-15,"BART",0.45474,0.0012935557228675,55016.6,0,538.57,36.7,24.63,8.9,1139.82
2019-06-16,"BART",0.4599,0.000804525165066007,55040.76,1.67,406.75,29.05,22.67,12.23,1423.29
